company_name,job_title,company_location,company_rating,salary,job_type,job_desc,apply_link
Sedulo Group,Strategy Analyst,,2.7 out of 5,"$60,000 - $65,000 a year",Full time, fAg0bylqhK,https://www.indeed.com/cmp/Sedulo-Group?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su02ckggnl82j&fromjk=0b6e6ef3b904247a
McLaren Industries,Business Analyst,"6907 Broadway Avenue, Jacksonville, FL 32254",,"$47,000 - $57,000 a year",Full time,"About us McLaren Industries is a leading rubber track manufacturer, specializing in heavy-duty industrial rubber tracks, puncture-proof tires, over-the-tire tracks and metal attachments. We are headquartered in Jacksonville, Florida, serving more than 500,000 customers worldwide. We are seeking a Business Analyst who is enthusiastic and capable of communicating effectively with our leadership and sales staff team, providing support, and guidance. The ideal candidate will have a dynamic mix of leadership, strategic planning, and hands-on involvement in sales operations to foster team success and business growth. Must be capable of working with reports in excel, conducting data analysis, and presenting to our leadership team. This is a great opportunity for someone who is passionate about sales, comfortable working with data, and wants to take their career to the next level. This role is only available onsite. Candidate must have a degree in business analytics or similar degree from a Top 100 school. Responsibilities: Qualifications: Job Type: Full-time Pay: $47,000.00 - $57,000.00 per year Benefits: Compensation package: Experience level: Schedule: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Mclaren-Industries-2?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su08d7h3np802&fromjk=7d54d58617ea45a6
City and County of San Francisco,"Racial Equity Analyst - Office of Racial Equity, Diversity, and Inclusion - SFPUC (1824) - (145080)","525 Golden Gate Avenue, San Francisco, CA 94102",4.0 out of 5,"$136,214 - $165,594 a year",Full time,"Amended 7/11/2024 to extend the filing deadline. Candidates who have already applied do not need to re-apply. This is a Position-Based Test conducted in accordance with CSC Rule 111A. Learn more about the City’s hiring process here: https://careers.sf.gov/knowledge/process/ ABOUT THE SFPUC San Francisco Public Utilities Commission (SFPUC) Headquartered in San Francisco, we have 2,300 employees operating across eight San Francisco Bay Area counties serving more than 2.7 million customers – 24 hours per day, 365 days per year. Our Mission: To provide our customers with high quality, efficient, and reliable water, power, and wastewater services in a manner that values environmental and community interests and sustains the resources entrusted to our care. Our Vision: We are an innovative utility leader, recognized for excellent results in service, safety, stewardship, and inclusiveness. We are an award-winning and industry-leading utilities organization committed to our customers, community interests, and the environment. To learn more about our organization, please visit our website at https://www.sfpuc.gov We are proud of our infrastructure and programs, but most importantly, we value our highly qualified and dedicated workforce which ensures that this vision becomes a reality. To learn more about working at the SFPUC, visit our career site at https://www.sfpuc.org/about-us/careers-sfpuc In the past year, the SFPUC has made significant progress toward racial equity, starting with a Commission resolution in July 2020, ""Condemning Systemic Racism and Taking Action to Promote Racial Justice."" Following this, several agency-wide working groups were established to address racial equity issues in areas such as Water, Power, and Sewer as Human Rights, Contracting Equity, COVID-19 Response, and Outreach and Engagement. These groups are currently in the assessment and planning stages. SFPUC staff have been actively involved in creating the agency's first Racial Equity Action Plan, published in December 2020, guided by the Office of Racial Equity (ORE). This employee-led plan centers on the experiences of 2,300 employees across seven focus areas: hiring and recruitment, retention and promotion, discipline and separation, diverse and equitable leadership, mobility and professional development, organizational culture of inclusion, and board and commissions. Immediate racial equity priorities have been set for the agency and each Enterprise and Bureau. Position Summary: 1824 Racial Equity Analyst, Water Enterprise The Racial Equity Analyst will play a key role in supporting the agency’s newly established Office of Racial Equity, Diversity, and Inclusion (REDI) team, the Water Enterprise, and other SFPUC Enterprise and Bureau initiatives. The Analyst will help develop and implement racial equity action priorities at the Enterprise, Bureau, SFPUC agency-wide, and City-wide levels, as mandated by ORE and the SFPUC Commission. In addition, they will partner with the racial equity lead for the Water Enterprise and demonstrate a personal commitment to racial equity in their daily lives and interactions. This recruitment may also be used to fill an additional 1824 position: 1824 Research and Data Analyst The Research and Data Analyst will support the Chief Diversity, Equity, and Inclusion Officer (CDEIO) to accomplish a comprehensive array of tasks that are crucial for informed decision making and effective implementation of the Racial Equity Action Plan. The Analyst will provide accurate information, transparent metrics, and insights for resource allocation to contribute to the success of the Racial Equity Action Plan; ensure that DEI efforts are grounded in a solid foundation of data-driven decision-making, enhance transparency by providing clear, measurable metrics to assess progress toward DEI goals; streamline data collection and analysis processes; reduce the burden on other departments and ensure data accuracy; inform resource allocation for DEI initiatives, and ensure that resources are directed towards areas with the most significant impact. Essential duties and responsibilities will include, but are not limited to: Please note that incumbents in this classification may be required to perform duties as listed in the class specification here. MINIMUM QUALIFICATIONS Education: Possession of a baccalaureate degree from an accredited college or university, AND Experience: Five (5) years full-time equivalent experience performing professional-level analytical work. Qualifying professional-level analytical work includes analysis, development, administration, and reporting in major programs and functions of an organization in the areas of budgets, contracts, grants, policy, or other functional areas related to the duties of positions in the 182X Class series. Substitution: Possession of a graduate degree (Master's degree or higher) from an accredited college or university with major coursework in specialized subject matter areas such as public or business administration, management, business law, contract law, public policy, urban studies, economics, statistical analysis, finance, accounting, or other fields of study closely related to the essential functions of positions in the Class series may be substituted for one (1) year of required experience. Additional experience as described above may be substituted for the required degree on a year-for-year basis (up to a maximum of 2 years). Thirty (30) semester units or forty-five (45) quarter units equal one year. One year of full-time employment is equivalent to 2,000 hours (2,000 hours of qualifying work experience is based on a 40-hour work week). Any overtime hours that you work above 40 hours per week are not included in the calculation to determine full-time employment. Applicants must meet the minimum qualification requirement by the final filing date unless otherwise noted. Every application is reviewed to ensure that you meet the minimum qualifications as listed in the job ad. Please review our articles on Employment Application and Minimum Qualifications and Verification of Experience and/or Education for considerations taken when reviewing applications. DESIRABLE QUALIFICATIONS The stated desirable qualifications may be considered at the end of the selection process when candidates are referred for hiring: VERIFICATION Applicants may be required to submit verification of qualifying education and experience at any point during the recruitment and selection process. Education verification information on verifying foreign education credits or degree equivalency, can be found at https://sfdhr.org/how-verify-education-requirements.  Note: Falsifying one’s education, training, or work experience or attempted deception on the application may result in disqualification for this and future job opportunities with the City and County of San Francisco.  All work experience, education, training and other information substantiating how you meet the minimum qualifications must be included on your application by the filing deadline. Information submitted after the filing deadline will not be considered in determining whether you meet the minimum qualifications. Applications completed improperly may be cause for ineligibility, disqualification or may lead to lower scores. SELECTION PROCEDURES: After application submission, candidates deemed qualified must complete all subsequent steps to advance in this selection process, which includes the following: Minimum Qualification Supplemental Questionnaire (MQSQ): Candidates will be required to complete a MQSQ as part of the employment application at a later time. This MQSQ is designed to obtain specific information regarding an applicant's experience in relation to the Minimum Qualifications (MQ) for this position. The MQSQ will be used to evaluate if the applicant possesses the required minimum qualifications. Written Multiple-Choice Examination - Weight: 40% Candidates will be invited to participate in a written, multiple-choice examination, designed to measure their relative knowledge, skills and abilities in job-related areas. The “core” multiple-choice examination component may include but not be limited to: Supplemental Questionnaire - Weight: 60% Qualified candidates will be required to complete a Supplemental Questionnaire Examination as part of the selection procedures. The Supplemental Questionnaire Examination is designed to measure the knowledge, skills and abilities required for the 1824 Racial Equity Analyst position and include, but not limited to: The above test component is considered standardized and, therefore, test questions and answers are not available for public inspection or review. You will receive one or more scores with respect to the multiple-choice exam component. One will correspond to the core test component and, should a specialty subtest be added to that component, you also would receive one additional ""specialty"" score. Any scores attained on these components will be valid and ""banked"" for three years, starting from the date of the examination. This means that, during this three-year time period, you will not be required to take any test components for which you have already attained a score. If the selection process for the future announcement is held within one year of the date of this examination and it includes any of these components (i.e., core exam or specialty subtest), your score(s) for the corresponding test component(s) will be automatically applied to that announcement. However, after one year, you have the option to either (a) apply your test score(s) to the other announcement or (b) re-take the test component(s). Re-testing is permitted no sooner than one year from the date of the examination and only in association with your eligibility for another announcement for which the test component (core or specialty subtest) is used. Please note that, should you re-test, your retest score would become your official score since it is the most recent. Certification: The certification rule for the eligible list resulting from this examination will be Rule of Ten (10). Additional selection processes may be conducted by the hiring department prior to making final hiring decisions.  Eligible List/Score Report: A confidential eligible list of applicant names that have passed the civil service examination process will be created, and used for certification purposes only. An examination score report will be established, so applicants can view the ranks, final scores and number of eligible candidates. Applicant information, including names of applicants on the eligible list, shall not be made public unless required by law. However, an eligible list shall be made available for public inspection, upon request, once the eligible list is exhausted or expired and referrals resolved. The eligible list/score report resulting from this civil service examination process is subject to change after adoption (e.g., as a result of appeals), as directed by the Human Resources Director or the Civil Service Commission. This pool of candidates on the eligible list may be used to fill additional vacancies in this class. The duration of the eligible list resulting from this examination process will be of 12 months, and may be extended with the approval of the Human Resources Director. To find Departments which use this classification, please see the city’s Position Counts by Job Codes and Departments. Terms of Announcement and Appeal Rights: Applicants must be guided solely by the provisions of this announcement, including requirements, time periods and other particulars, except when superseded by federal, state or local laws, rules or regulations. [Note: The correction of clerical errors in an announcement may be posted on the Department of Human Resources website at https://careers.sf.gov/. The terms of this announcement may be appealed under Civil Service Rule 110.4. Such appeals must be submitted in writing to the Department of Human Resources, 1 S Van Ness Avenue, 4th Floor, San Francisco, CA 94103-5413 by close of business on the 5th business day following the issuance date of this examination announcement. Information concerning other Civil Service Commission Rules involving announcements, applications and examination policies, including applicant appeal rights, can be found on the Civil Service Commission website at https://sf.gov/departments/civil-service-commission. Additional Information Regarding Employment with the City and County of San Francisco: Applicants will receive a confirmation email from notification@careers.sf.gov that their online application has been received in response to every announcement for which they file. Applicants should retain this confirmation email for their records. Failure to receive this email means that the online application was not submitted or received.  If you have any questions regarding this recruitment or application process, please contact the analyst, Jessica Wong, at jeswong@sfwater.org. The City and County of San Francisco encourages women, minorities and persons with disabilities to apply. Applicants will be considered regardless of their sex, race, age, religion, color, national origin, ancestry, physical disability, mental disability, medical condition (associated with cancer, a history of cancer, or genetic characteristics), HIV/AIDS status, genetic information, marital status, sexual orientation, gender, gender identity, gender expression, military and veteran status, or other protected category under the law.",https://www.indeed.com/cmp/City-and-County-of-SAN-Francisco?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su0eou23at000&fromjk=7f71433681b2fb45
BBCH,Jr. Business Analyst,"Washington, DC",,,Full time,,https://www.indeed.com/cmp/Bbch?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su0ku4ge7c800&fromjk=a2370a2647e515c6
Phoenix International Holdings Inc,DATA ANALYST,"Largo, MD 20774",4.0 out of 5,,Full time,"SUMMARY DESCRIPTION: Phoenix manages large amounts of data in structured and unstructured databases, such as MS SQL, Access, and Excel. The Data Analyst will work with all levels of employees across multiple departments to understand, optimize, and modernize business practices. The Data Analyst collects, analyzes, and organizes data to assist other team members. The Data Analyst will work in the IT department, is located in Largo, MD, and reports to the Director of IT. CLASSIFICATION: Non-Exempt (hourly) DUTIES AND RESPONSIBILITIES: JOB REQUIREMENTS: Applicants must be authorized to work for ANY employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa. Phoenix International Holdings, Inc, is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",https://www.indeed.com/cmp/Phoenix-International-Holdings-Inc?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su0r7jgo5b804&fromjk=4aaa09bf0d4c10bb
Kansas Department of Corrections,IT Business Analyst,"714 SW Jackson Street, Topeka, KS 66603",3.0 out of 5,"$48,484.80 - $54,683.20 a year",Full time,"Important Recruitment Information for this vacancy: Req#213417· Job Posting closes: Tuesday, July 16, 2024 Agency Information: Kansas Department of Corrections 714 SW Jackson, Suite 300 Topeka, KS 66603 Join Us Today and Make a Lasting Difference! About the Position: IT Business Analyst, Req#213417 This position will be located at our Kansas Department of Corrections Central Office, in Shawnee County. Who can apply: Applicants who meet the minimum requirements Classified/Unclassified Service: Unclassified Service Full-Time/Part-Time: Full-Time Regular/Temporary: Regular Work Schedule: 8:00 AM - 5:00 PM, Monday through Friday Eligible to Receive Benefits: Yes Follow KDOC on Social Media Facebook, Twitter, LinkedIn, YouTube #PATHWAY4SUCCESS Compensation: $48,484.80 to $54,683.20/Annual ($23.31 to $26.29/Hr.)* * Salary can vary depending upon education, experience, or qualifications. Though this position is unclassified, pay is equivalent to classified Pay Grade 28, Steps 8-13. Employment Benefits· Comprehensive medical, mental, dental, vision, and additional coverage· Sick & Vacation leave· Work-Life Balance programs: parental leave, military leave, jury leave, funeral leave· Paid State Holidays (designated by the Governor annually)· Fitness Centers in select locations· Employee discounts with the STAR Program· Retirement and deferred compensation programs Visit the Employee Benefits page for more information… Position Summary & Responsibilities Position Summary: This position is responsible for aid in capturing and documenting business rules and requirements in relationship to how an application should be developed and maintained and will also need to communicate between application developers and users. Job Responsibilities may include but are not limited to the following: Work with users to capture application requirements through meetings, phone calls, emails, etc. Create project documentation to be used for the project to include requirements documents, use case diagrams, etc. Create Test Plans for usability testing and general application testing, conduct tests, and record and communicate results. Communication of requirements between users and application developers. Other duties as assigned. Qualifications Minimum Qualifications: Successful completion of 24 hours in computer science coursework or certification and one year experience in system software programming and analysis or two years experience in system software programming and analysis or database implementation and maintenance. Education may be substituted for experience as determined relevant by the agency. Preferred Qualifications: Knowledge of databases, system security and troubleshooting. Prior experience as a project analyst in a related field required. Strong understanding in project and data analysis. Proficient in computer technology and Microsoft Office applications. Excellent verbal and written communication skills. Strong analytical and problem-solving abilities. Exceptional research and reporting skills. Post-Offer, Pre-employment Requirements: Must possess and maintain a valid driver's license. Must pass a criminal history records check. Job Type: Full-time Pay: $48,484.80 - $54,683.20 per year Benefits: Experience level: Schedule: Ability to Commute: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Kansas-Department-of-Corrections?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su119ti0jv800&fromjk=7d0f28ab2baf566a
Link Technologies,Data Visualization Analyst (US Citizenship or Permanent Resident must be verified),"Las Vegas, NV",,$39 - $40 an hour,"Full time, Contract","Link Technologies is currently seeking a Data Visualization Analyst I for a client in Las Vegas, NV. This is a contract opportunity with focus on creating and utilizing general visualizations of data to meet needs of end-users. The Data Visualization Analyst I will be responsible for designing interactive tools (charts, graphs, maps, etc.) using existing software packages to support data-based decision making. QUALIFICATIONS · High school diploma (or equivalent) 5+ years experience of professional work in related field using enterprise databases (i.e., MySQL, Oracle, or SQL Server) to create reports, charts, maps, etc. OR Associate’s Degree in Computer Science or related field 3+ years of professional work in related field using enterprise databases (i.e., MySQL, Oracle, or SQL Server) to create reports, charts, maps, etc. OR Bachelor’s Degree in Computer Science or related field 1+ years of professional work in related field using enterprise databases (i.e., MySQL, Oracle, or SQL Server) to create reports, charts, maps, etc. · 1+ years experience writing requests, functions, and stored processes using SQL · 1+ years experience creating detailed accounts, charts, graphs, etc. or Business Intelligence (BI) solutions using a programming language · Ability to write queries including aggregate functions and groups having statements using SQL · Experienced with common database, spreadsheet and word processing · Demonstrate assistance to customers via phone, e-mail, and in small group settings · Ability to write SQL stored procedures using (PL)/SQL or Transact (T)-SQL · Highly adept in determining data content is current and correctly valid · Willingness to learn and utilize policies and procedures relating to all assignments · Exceptional time management skills · Ability to create ETL procedures by using a commercial toolset or a scripting language · Effectively disseminate end-user operational needs into transparent definitions and solutions · Retain accurate knowledge of the latest technology and user applications · Clear and effective communication skills (both written and verbal) at all levels · Work in partnership with various coordinators, analysts, database administrators, and other departments DUTIES AND RESPONSIBILITIES Link Technologies is an equal opportunity employer. All qualified applicants will receive consideration for employment without discrimination based on race, color, religion, sex, gender identity/expression, sexual orientation, national origin, protected veteran status, disability, or any other factors protected by law. Job Types: Full-time, Contract Pay: $39.00 - $40.00 per hour Benefits: Schedule: Education: Experience: Work Location: In person",https://www.indeed.com/cmp/Link-Tech-Consulting?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su17eji0jg800&fromjk=fc83bf8147fde9ff
Tech Aveev LLC,Business Analyst 5,"1 Abbot Rd, East Lansing, MI 48824",,$70 - $71 an hour,Contract,"Role: Business Analyst 5 Location: Lansing, MI(Hybrid) Experience: 12+ years Interview Type: 1st round: MS Teams, 2nd Round : In-person, Local to Michigan candidate only, DTMB AS AG, LEO-MIOSHA, MSHDA and UIAC - Business Analyst 5 The primary duty of this position is to act as a liaison among technical and business stakeholders to elicit, analyze, communicate, and validate requirements for changes to information systems, business processes, and policies, as applicable. Collaborating with both the Information Technology (IT) project teams and business clients, this position collects, clarifies, and translates business requirements into design documentation, from which applications and solutions are developed. Responsibilities: · Assist with the selection of strategies, policies, programs, and procedures for achieving the objectives and goals of the development needs. · Provide research and input for the development of Statements of Work (SOW) and Total Cost of Ownership (TCO) for Requests for Proposals (RFP). · Assist the Senior level with the Contract Change Notices (CNN). · Research and provide input in the creation of project plans, SUITE, and SEM documentation. · Work with division clients to gather and organize requirements for IT solutions. · Revise program specifications based on test results. · Participate in artifact reviews with peers, system specialists, Enterprise Security and other DTMB entities to ensure IT solutions and applications adhere to DTMB and agency policies, standards, or guidelines. · Identify security requirements and standards. · Assist Senior Business Analyst to become familiar with Enterprise Architecture Solution Assessment (EASA), Hosting document and Firewall Rules. · Assist with design and document IT solutions that are State of Michigan standard technology. · Draft Local Change Board documents. · Develop training content. · Design, develop, and implement test plans for applications or subsystems. · Create or collect test data and execute approved tests to determine the accuracy of program logic to produce desired results. · Assist in differentiating between defects and new requirements. · Provide defect tracking log entry information. · Assist with post implementation of RFCs (application changes, infrastructure changes, etc.) · Maintain/update system documentation because of system upgrades. · Monitors applications during peak production times. · Produces Local Change Board documents and creates RFCs. · Assists in creation/modification of project management documents by applying DTMB project · management methodology to IT solutions that support the client agency(s). · Assist in maintaining effective communication with DTMB vendors and agency staff relating to project- level metrics. · Performs tasks for internal/external security and standards review. · Assist in ICE Audits. · Assist in evaluation of impact and risks to existing IT solutions due to proposed legislation, enhancement requests, changes in governmental processes or procedures. · Participates in assigned task forces, special committees, and/or research groups. · Evaluate, estimate, and gather business requirements for incoming technical requests. · Technical research and investigation · Setup and coordinate work tasks for DTMB support teams and vendors. · Provide on-going customer communication in all capacities (meeting, status updates, testing, follow-up) · Ensure that there is appropriate and beneficial integration between business and Technology. · Inform management of issues and risks as they arise and statuses in a timely manner as they change. · Prepare status reports for the project stakeholders in accordance with the communication plan. · Participate in any DTMB or statewide IT initiatives as necessary, appropriate, and required by supervisor. · Lead assigned task forces, special committees and/or research groups. · Attend staff meetings, informal and formal training classes, seminars, and conferences. · Stay abreast of new technology and advanced concepts through training and reading whitepapers. · Serve as liaison between the clients, vendors, outside consultants, technical teams, and other areas within DTMB. KNOWLEDGE, SKILLS, AND ABILITIES: · Knowledge of fundamental Project Management Methodology (PMM) · Knowledge of MS Project or other project-tracking tools · Knowledge of the fundamental concepts and operating principles of data communications and data · processing hardware and software. · Knowledge of application development environments and related tools. · Knowledge of the principles, theories, techniques, and methodologies of data processing systems analysis. · Knowledge of object-oriented application design techniques and tools. · Knowledge of .Net application development tools. · Knowledge of Client-server environments · Knowledge of compliance with ADA · Ability to gather and analyze facts, define problems, and devises solutions. · Ability to use programming procedures and techniques in the implementation of computer programs. · Ability to effectively make oral and written reports and presentations and prepare clear and concise graphs and charts. · Ability to conduct interviews and establish and maintain effective relationships with systems users. · Ability to maintain records, prepare reports, and conduct correspondence related to the work. · Ability to communicate technical terminology at a level appropriate to the audience. · Ability to work under pressure. Highly Desirable: · Experience with Microsoft Dynamics365 · Experience with Microsoft DevOps · Experience with Microsoft Office products. · Knowledge of application security · Knowledge of systems development methodology Job Type: Contract Pay: $70.00 - $71.00 per hour Schedule: Experience: Ability to Commute: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Tech-Aveev?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su1dnfh3nb800&fromjk=2c3e019ee346a69e
Great Plains Tribal Leaders Health Board Inc,Data Specialist,"Rapid City, SD 57703",3.1 out of 5,$18.98 - $28.47 an hour,,"Job Summary: The Data Specialist will provide support to the GPTEC Applied Science and Informatics department. The Data Specialist is responsible for the organization and processing of raw data files, contributing to statistical analysis, data mapping and summarizing and preparing reports. Essential Functions: Essential duties include but are not limited to:  Professional Behavior  Requirements  Supervisory Controls The supervisor provides continuing or individual assignments by indicating generally what is to be done, limitations, quality and quantity expected, deadlines, and priority of assignments. When there are new, difficult, or unusual assignments, the supervisor provides additional, specific instructions for including suggested work methods or advice on source material available. The supervisor reviews finished work to assure methods used are technically accurate and in compliance with instructions or established procedures. Review of the work increases with more difficult assignments if the employee has not previously performed similar assignments. Guidelines There are established procedures for doing the work and a number of specific guidelines are available as a resource. Guidelines include GPTCHB and department policies and procedures, HIPPA, individual state Department of Health confidentiality requirements. The employee must use judgment in interpreting and adapting guidelines, such as agency policies, regulations, precedents, accreditation requirements, advanced clinical protocols, and work directions for application to specific cases or problems. The employee analyzes results and recommends changes.  Complexity/Scope of Work The work consists of related steps, processes, or methods. Varying data parameters, constantly changing indicators, and changing public health priorities add to the complexity of the position. The decision regarding what needs to be done involves various choices that require the employee to recognize the existence of and differences among a few easily recognizable situations. Actions to be taken or responses to be made differ in such things as the source of information, the kind of transactions or entries, or other differences of a factual nature. The work involves the execution of specific rules, regulations, or procedures and typically comprises a complete segment of an assignment or project of broader scope. The work product or service affects the accuracy, reliability, or acceptability of further processes, services, and/or patient care. Contacts The personal contacts are with employees throughout the organization and are generally engaged in different functions and kinds of work, and may be representatives from various levels. Other personal contacts at this level include contact with partner organizations, Tribal affiliate organizations, and members of the general public. The purpose is to obtain, clarify, or give facts or information regardless of the nature of those facts and to provide technical assistance and/or information.  Work Environment/Physical Demands The work is sedentary. Typically, the employee sits comfortably to do the work. However, there may be some walking; standing; bending; carrying of light items, such as papers, books, or small parts; or driving an automobile. No special physical demands are required to perform the work. The environment involves everyday risks or discomforts that require normal safety precautions typical of such places as offices, meeting and training rooms, libraries, residences, or commercial vehicles, e.g., use of safe work practices with office equipment, avoidance of trips and falls, observance of fire regulations and traffic signals. The work area is adequately lighted, heated, and ventilated. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  Supervisory and Management Responsibility None.  Minimum Qualifications  The GPTLHB is a tribal organization which follows tribal preference laws. It is our policy to give preference to qualified Indian/Tribal candidates over qualified non-native candidates in hiring decisions, if all other qualifications are equal. Employment is contingent upon the outcome of all required criminal background checks. ",https://www.indeed.com/cmp/Great-Plains-Tribal-Leaders-Health-Board-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su1kfqi0gm802&fromjk=194ae29a638c314f
GSK HR SOLUTION,Junior Business Analyst,"GSK HR SOLUTION in Atlanta, GA 30305",,$20 - $24 an hour,"Full time, Contract","Job Title: Junior Business Analyst (Hybrid) Location: Atlanta, GA Duration: 6+ Months Job Type: Corp-Corp / 1099 / Contract W2 Interview Type: Webcam Client: State of Georgia Note: Candidate MUST be LOCAL to Metro Atlanta Area & MUST provide a TAX Clearance Letter Primary Responsibilities · Test software vendors’ paper tax documents and payment vouchers for barcodes, content, placement, and scanlines · Test software vendors’ electronic file submissions for standards, accuracy, and completeness · Provide software vendors with feedback by documenting errors discovered during testing · Review electronic formatted files to ensure data elements are present · Test and review web forms for posting to theDepartment’s website Entry Qualifications · Bachelor’s degree in information systems,Business Management, Mathematics, Computer Science or Graphic Design Qualifications · Experience in the testing process to verify information meets the defined standards · Experience documenting and tracking errors · Proficiency in MS Office (Word, Excel, and Notepad)and basic computer skills · Excellent written and oral communication skills · Experience with reviewing and testing electronic file formats and data · Experience with software design applications formulti-media forms such as Adobe Professional, Illustrator, InDesign, andJavaScript · Experience of working knowledge of XML · Experience using repositories to store information Looking for candidates that have more experience in the following areas: · Testing (Forms and Electronic) · JavaScript · XML · The Adobe Suite of products (Illustrator, InDesign, Adobe Pro, Photoshop) · DOR will conduct a background check on all candidates considered for the position. Individuals must be compliant with Georgia tax obligations. · Individuals having any overdue and unpaid taxes, or any felony convictions (no matter how long ago) will not be offered the position or hired. · All employees will be fingerprinted. Skill Matrix Skill Required /Desired Amount of Experience Bachelor’s degree in information systems, Business Management, Mathematics, Computer Science or Graphic Design Required 0 Experience in the testing process to verify information meets the defined standards Required 1 Years Experience documenting and tracking errors Required 1 Years Advance Level MS Office (Word, Excel, and Notepad) and basic computer skills Required 3 Years Experience with reviewing and testing electronic file formats and data Required 2 Years Experience with software design applications for multi-media forms such as Adobe Professional, Illustrator, InDesign, and JavaScript Required 2 Years Experience using repositories to store information Required 1 Years Experience of working knowledge of XML Required 0 Job Types: Full-time, Contract Pay: $20.00 - $24.00 per hour Benefits: Experience level: Experience: Work Location: In person",https://www.indeed.com/cmp/Gsk-HR-Solution-2?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su1qp2h3lm800&fromjk=6c919ca5c642010a
Specialty Care Rx,IT Analyst (In-office),"200 East Katella Avenue, Orange, CA 92867",3.0 out of 5,$28 - $30 an hour,Full time,"Job Summary: We are seeking a talented IT Analyst to join our team. The ideal candidate will have a strong background in SQL and data analysis, along with knowledge of IT networking and servers. Experience in the healthcare setting is preferred but not required. The IT Analyst will be responsible for collecting, analyzing, and interpreting data to support decision-making processes within the organization. This role requires strong analytical skills, attention to detail, and the ability to communicate complex findings. This is an in-person position and is not suitable for remote work arrangements. Responsibilities: Qualifications: Physical Requirements: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is continuously required to sit and talk or hear. The employee is occasionally required to stand; walk; use hands to finger, handle, or feel objects, tools, or controls; reach with hands and arms; and stoop, kneel, crouch or crawl. The employee must regularly lift and/or move up to 20 pounds and occasionally lift/or move up to 50 pounds. Specific vision abilities required by this job include close vision, peripheral vision, depth perception and the ability to adjust focus. EEO Statement: The above statements are intended to describe the work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, duties and skills required. The duties and responsibilities of this position are subject to change and other duties may be assigned or removed at any time. Our organization values diversity in its workforce and is proud to be an AAP/EEO employer. All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, age, protected veteran status, or on the basis of disability or any other legally protected class.",https://www.indeed.com/cmp/Specialty-Care-Rx?campaignid=mobvjcmp&from=mobviewjob&tk=1i2su20noi0jv80m&fromjk=56b304776d4d90ae
,Reporting Analyst,"1415 28th Street, West Des Moines, IA 50266",,,," JOB SUMMARY We are seeking a motivated and detail-oriented Entry-Level Reporting Analyst to join our team. The ideal candidate will have up to 1-2 years of experience in data analytics and reporting, with a strong emphasis on using Power BI. This role involves collecting, analyzing, and presenting data to help drive informed business decisions.  RESPONSIBILITIES o Gather data from various sources, ensuring its accuracy and completeness. o Analyze data to identify trends, patterns, and insights that support business decision-making. o Develop, maintain, and automate reports and dashboards using Power BI. o Ensure reports are accurate, timely, and meet the needs of stakeholders. o Present findings and insights through clear and concise visualizations. o Work closely with different departments to understand their reporting needs. o Assist in the creation of ad-hoc reports as required by various teams. o Ensure data integrity and consistency across all reporting tools. o Participate in data quality improvement initiatives. o Stay up to date with the latest trends and best practices in data analytics and reporting. o Propose improvements to existing reporting processes and tools. o All other tasks and duties as assigned related to the position  QUALIFICATIONS  KNOWLEDGE AND SKILLS",
